LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
FRA,FDISTOCK,OUTWARD,MLN_USD,A,2007,1010036.691,
FRA,FDISTOCK,OUTWARD,MLN_USD,A,2008,934280.4621,
FRA,FDISTOCK,OUTWARD,MLN_USD,A,2009,1120570.522,
FRA,FDISTOCK,OUTWARD,MLN_USD,A,2010,1172979.149,
FRA,FDISTOCK,OUTWARD,MLN_USD,A,2011,1247922.341,
FRA,FDISTOCK,OUTWARD,MLN_USD,A,2012,1272327.036,
FRA,FDISTOCK,OUTWARD,MLN_USD,A,2013,1325442.797,
FRA,FDISTOCK,OUTWARD,MLN_USD,A,2014,1294150.538,
FRA,FDISTOCK,OUTWARD,MLN_USD,A,2015,1268227.817,
FRA,FDISTOCK,OUTWARD,MLN_USD,A,2016,1284859.478,
FRA,FDISTOCK,OUTWARD,MLN_USD,A,2017,1466601.9,
FRA,FDISTOCK,OUTWARD,MLN_USD,A,2018,1507861.584,
FRA,FDISTOCK,INWARD,PC_GDP,A,2005,16.91366849,
FRA,FDISTOCK,INWARD,PC_GDP,A,2006,21.29691146,
FRA,FDISTOCK,INWARD,PC_GDP,A,2007,23.47044828,
FRA,FDISTOCK,INWARD,PC_GDP,A,2008,19.29215459,
FRA,FDISTOCK,INWARD,PC_GDP,A,2009,24.09108185,
FRA,FDISTOCK,INWARD,PC_GDP,A,2010,23.86625696,
FRA,FDISTOCK,INWARD,PC_GDP,A,2011,24.42266824,
FRA,FDISTOCK,INWARD,PC_GDP,A,2012,25.3495357,
FRA,FDISTOCK,INWARD,PC_GDP,A,2013,27.08508272,
FRA,FDISTOCK,INWARD,PC_GDP,A,2014,24.54368626,
FRA,FDISTOCK,INWARD,PC_GDP,A,2015,28.19260861,
FRA,FDISTOCK,INWARD,PC_GDP,A,2016,28.11820555,
FRA,FDISTOCK,INWARD,PC_GDP,A,2017,31.6494404,
FRA,FDISTOCK,INWARD,PC_GDP,A,2018,29.70213732,
FRA,FDISTOCK,OUTWARD,PC_GDP,A,2005,28.4856326,
FRA,FDISTOCK,OUTWARD,PC_GDP,A,2006,35.51973787,
FRA,FDISTOCK,OUTWARD,PC_GDP,A,2007,38.0130771,
FRA,FDISTOCK,OUTWARD,PC_GDP,A,2008,32.01244966,
FRA,FDISTOCK,OUTWARD,PC_GDP,A,2009,41.6559645,
FRA,FDISTOCK,OUTWARD,PC_GDP,A,2010,44.38715402,
FRA,FDISTOCK,OUTWARD,PC_GDP,A,2011,43.61217462,
FRA,FDISTOCK,OUTWARD,PC_GDP,A,2012,47.40722445,
FRA,FDISTOCK,OUTWARD,PC_GDP,A,2013,47.15069944,
FRA,FDISTOCK,OUTWARD,PC_GDP,A,2014,45.37430951,
FRA,FDISTOCK,OUTWARD,PC_GDP,A,2015,52.014753,
FRA,FDISTOCK,OUTWARD,PC_GDP,A,2016,51.99154147,
FRA,FDISTOCK,OUTWARD,PC_GDP,A,2017,56.70688548,
FRA,FDISTOCK,OUTWARD,PC_GDP,A,2018,54.28775786,
DEU,FDISTOCK,INWARD,MLN_USD,A,2005,647785.7733,
DEU,FDISTOCK,INWARD,MLN_USD,A,2006,836233.3728,
DEU,FDISTOCK,INWARD,MLN_USD,A,2007,1012729.28,
DEU,FDISTOCK,INWARD,MLN_USD,A,2008,927427.9749,
DEU,FDISTOCK,INWARD,MLN_USD,A,2009,965013.6868,
DEU,FDISTOCK,INWARD,MLN_USD,A,2010,959199.6259,
DEU,FDISTOCK,INWARD,MLN_USD,A,2011,988550.9121,
DEU,FDISTOCK,INWARD,MLN_USD,A,2012,863410.2902,B
DEU,FDISTOCK,INWARD,MLN_USD,A,2013,955167.5631,
DEU,FDISTOCK,INWARD,MLN_USD,A,2014,862213.1844,
DEU,FDISTOCK,INWARD,MLN_USD,A,2015,795495.9173,
DEU,FDISTOCK,INWARD,MLN_USD,A,2016,792321.0709,
DEU,FDISTOCK,INWARD,MLN_USD,A,2017,954491.4848,
DEU,FDISTOCK,INWARD,MLN_USD,A,2018,939148.1566,
DEU,FDISTOCK,OUTWARD,MLN_USD,A,2005,831337.7374,
DEU,FDISTOCK,OUTWARD,MLN_USD,A,2006,1042288.95,
DEU,FDISTOCK,OUTWARD,MLN_USD,A,2007,1311074.636,
DEU,FDISTOCK,OUTWARD,MLN_USD,A,2008,1249812.109,
DEU,FDISTOCK,OUTWARD,MLN_USD,A,2009,1357952.745,
DEU,FDISTOCK,OUTWARD,MLN_USD,A,2010,1383601.015,
DEU,FDISTOCK,OUTWARD,MLN_USD,A,2011,1432696.338,
DEU,FDISTOCK,OUTWARD,MLN_USD,A,2012,1344221.636,B
DEU,FDISTOCK,OUTWARD,MLN_USD,A,2013,1448430.561,
DEU,FDISTOCK,OUTWARD,MLN_USD,A,2014,1388802.962,
DEU,FDISTOCK,OUTWARD,MLN_USD,A,2015,1362451.824,
DEU,FDISTOCK,OUTWARD,MLN_USD,A,2016,1361506.272,
DEU,FDISTOCK,OUTWARD,MLN_USD,A,2017,1618087.071,
DEU,FDISTOCK,OUTWARD,MLN_USD,A,2018,1643626.059,
DEU,FDISTOCK,INWARD,PC_GDP,A,2005,22.63925213,
DEU,FDISTOCK,INWARD,PC_GDP,A,2006,27.85316038,
DEU,FDISTOCK,INWARD,PC_GDP,A,2007,29.44171409,
DEU,FDISTOCK,INWARD,PC_GDP,A,2008,24.71490574,
DEU,FDISTOCK,INWARD,PC_GDP,A,2009,28.23494473,
DEU,FDISTOCK,INWARD,PC_GDP,A,2010,28.07061958,
DEU,FDISTOCK,INWARD,PC_GDP,A,2011,26.30735182,
DEU,FDISTOCK,INWARD,PC_GDP,A,2012,24.36270352,B
DEU,FDISTOCK,INWARD,PC_GDP,A,2013,25.454074,
DEU,FDISTOCK,INWARD,PC_GDP,A,2014,22.11525185,
DEU,FDISTOCK,INWARD,PC_GDP,A,2015,23.52571226,
DEU,FDISTOCK,INWARD,PC_GDP,A,2016,22.66907419,
DEU,FDISTOCK,INWARD,PC_GDP,A,2017,25.84453519,
DEU,FDISTOCK,INWARD,PC_GDP,A,2018,23.4977412,
DEU,FDISTOCK,OUTWARD,PC_GDP,A,2005,29.05414942,
DEU,FDISTOCK,OUTWARD,PC_GDP,A,2006,34.71643471,
DEU,FDISTOCK,OUTWARD,PC_GDP,A,2007,38.1151067,
DEU,FDISTOCK,OUTWARD,PC_GDP,A,2008,33.30607799,
DEU,FDISTOCK,OUTWARD,PC_GDP,A,2009,39.73178952,
DEU,FDISTOCK,OUTWARD,PC_GDP,A,2010,40.49056808,
DEU,FDISTOCK,OUTWARD,PC_GDP,A,2011,38.12696561,
DEU,FDISTOCK,OUTWARD,PC_GDP,A,2012,37.92967671,B
DEU,FDISTOCK,OUTWARD,PC_GDP,A,2013,38.59894338,
DEU,FDISTOCK,OUTWARD,PC_GDP,A,2014,35.62196431,
DEU,FDISTOCK,OUTWARD,PC_GDP,A,2015,40.29266384,
DEU,FDISTOCK,OUTWARD,PC_GDP,A,2016,38.95401475,
DEU,FDISTOCK,OUTWARD,PC_GDP,A,2017,43.81255246,
DEU,FDISTOCK,OUTWARD,PC_GDP,A,2018,41.12396909,
GRC,FDISTOCK,INWARD,MLN_USD,A,2005,29188.39212,
GRC,FDISTOCK,INWARD,MLN_USD,A,2006,41288.02845,
GRC,FDISTOCK,INWARD,MLN_USD,A,2007,53220.96276,
GRC,FDISTOCK,INWARD,MLN_USD,A,2008,38121.08559,
GRC,FDISTOCK,INWARD,MLN_USD,A,2009,42100.56188,
GRC,FDISTOCK,INWARD,MLN_USD,A,2010,35025.38749,
GRC,FDISTOCK,INWARD,MLN_USD,A,2011,29058.0929,
GRC,FDISTOCK,INWARD,MLN_USD,A,2012,24762.53298,
GRC,FDISTOCK,INWARD,MLN_USD,A,2013,25850.22755,
GRC,FDISTOCK,INWARD,MLN_USD,A,2014,24567.13641,
GRC,FDISTOCK,INWARD,MLN_USD,A,2015,26950.77818,
GRC,FDISTOCK,INWARD,MLN_USD,A,2016,24614.87823,
GRC,FDISTOCK,INWARD,MLN_USD,A,2017,33404.08199,
GRC,FDISTOCK,INWARD,MLN_USD,A,2018,34851.34933,
GRC,FDISTOCK,OUTWARD,MLN_USD,A,2005,13601.50997,
GRC,FDISTOCK,OUTWARD,MLN_USD,A,2006,22418.01659,
GRC,FDISTOCK,OUTWARD,MLN_USD,A,2007,31650.22818,
GRC,FDISTOCK,OUTWARD,MLN_USD,A,2008,37234.51635,
GRC,FDISTOCK,OUTWARD,MLN_USD,A,2009,39456.8506,
GRC,FDISTOCK,OUTWARD,MLN_USD,A,2010,42622.92892,
GRC,FDISTOCK,OUTWARD,MLN_USD,A,2011,48041.14374,
GRC,FDISTOCK,OUTWARD,MLN_USD,A,2012,44960.42216,
GRC,FDISTOCK,OUTWARD,MLN_USD,A,2013,36299.82071,
GRC,FDISTOCK,OUTWARD,MLN_USD,A,2014,32431.44361,
GRC,FDISTOCK,OUTWARD,MLN_USD,A,2015,27287.78608,
GRC,FDISTOCK,OUTWARD,MLN_USD,A,2016,18005.90048,
GRC,FDISTOCK,OUTWARD,MLN_USD,A,2017,20104.27376,
GRC,FDISTOCK,OUTWARD,MLN_USD,A,2018,19554.19247,
GRC,FDISTOCK,INWARD,PC_GDP,A,2005,11.78011506,
GRC,FDISTOCK,INWARD,PC_GDP,A,2006,15.10701408,
GRC,FDISTOCK,INWARD,PC_GDP,A,2007,16.71084382,
GRC,FDISTOCK,INWARD,PC_GDP,A,2008,10.7542715,
GRC,FDISTOCK,INWARD,PC_GDP,A,2009,12.7585038,
GRC,FDISTOCK,INWARD,PC_GDP,A,2010,11.70002682,
GRC,FDISTOCK,INWARD,PC_GDP,A,2011,10.09670432,
GRC,FDISTOCK,INWARD,PC_GDP,A,2012,10.079563,
GRC,FDISTOCK,INWARD,PC_GDP,A,2013,10.77712499,
GRC,FDISTOCK,INWARD,PC_GDP,A,2014,10.36458586,
GRC,FDISTOCK,INWARD,PC_GDP,A,2015,13.70903213,
GRC,FDISTOCK,INWARD,PC_GDP,A,2016,12.60863417,
GRC,FDISTOCK,INWARD,PC_GDP,A,2017,16.44827698,
GRC,FDISTOCK,INWARD,PC_GDP,A,2018,15.9845258,
GRC,FDISTOCK,OUTWARD,PC_GDP,A,2005,5.489420304,
GRC,FDISTOCK,OUTWARD,PC_GDP,A,2006,8.20260267,
GRC,FDISTOCK,OUTWARD,PC_GDP,A,2007,9.93785141,
GRC,FDISTOCK,OUTWARD,PC_GDP,A,2008,10.50416303,
GRC,FDISTOCK,OUTWARD,PC_GDP,A,2009,11.95733159,
GRC,FDISTOCK,OUTWARD,PC_GDP,A,2010,14.23794131,
GRC,FDISTOCK,OUTWARD,PC_GDP,A,2011,16.69267234,
GRC,FDISTOCK,OUTWARD,PC_GDP,A,2012,18.30109255,
GRC,FDISTOCK,OUTWARD,PC_GDP,A,2013,15.13362713,
GRC,FDISTOCK,OUTWARD,PC_GDP,A,2014,13.68244456,
GRC,FDISTOCK,OUTWARD,PC_GDP,A,2015,13.88045768,
GRC,FDISTOCK,OUTWARD,PC_GDP,A,2016,9.223275852,
GRC,FDISTOCK,OUTWARD,PC_GDP,A,2017,9.899408802,
GRC,FDISTOCK,OUTWARD,PC_GDP,A,2018,8.968504811,
HUN,FDISTOCK,INWARD,MLN_USD,A,2005,61110.29263,
HUN,FDISTOCK,INWARD,MLN_USD,A,2006,80173.92409,
HUN,FDISTOCK,INWARD,MLN_USD,A,2007,95462.65624,
HUN,FDISTOCK,INWARD,MLN_USD,A,2008,88084.75963,B
HUN,FDISTOCK,INWARD,MLN_USD,A,2009,98898.45238,
HUN,FDISTOCK,INWARD,MLN_USD,A,2010,91020.21821,
HUN,FDISTOCK,INWARD,MLN_USD,A,2011,85614.90581,
HUN,FDISTOCK,INWARD,MLN_USD,A,2012,104400.6554,
HUN,FDISTOCK,INWARD,MLN_USD,A,2013,109150.0101,
HUN,FDISTOCK,INWARD,MLN_USD,A,2014,100410.8298,
HUN,FDISTOCK,INWARD,MLN_USD,A,2015,86253.6545,
HUN,FDISTOCK,INWARD,MLN_USD,A,2016,82701.00498,
HUN,FDISTOCK,INWARD,MLN_USD,A,2017,93497.29055,
HUN,FDISTOCK,INWARD,MLN_USD,A,2018,95172.73219,
HUN,FDISTOCK,OUTWARD,MLN_USD,A,2005,9564.991469,
HUN,FDISTOCK,OUTWARD,MLN_USD,A,2006,14821.40543,
HUN,FDISTOCK,OUTWARD,MLN_USD,A,2007,20709.05897,
HUN,FDISTOCK,OUTWARD,MLN_USD,A,2008,21081.25834,B
HUN,FDISTOCK,OUTWARD,MLN_USD,A,2009,22936.53004,
HUN,FDISTOCK,OUTWARD,MLN_USD,A,2010,23612.94435,
HUN,FDISTOCK,OUTWARD,MLN_USD,A,2011,27556.90378,
HUN,FDISTOCK,OUTWARD,MLN_USD,A,2012,39165.07059,
HUN,FDISTOCK,OUTWARD,MLN_USD,A,2013,39929.25427,
HUN,FDISTOCK,OUTWARD,MLN_USD,A,2014,40533.12747,
HUN,FDISTOCK,OUTWARD,MLN_USD,A,2015,35536.85771,
HUN,FDISTOCK,OUTWARD,MLN_USD,A,2016,25018.82583,
HUN,FDISTOCK,OUTWARD,MLN_USD,A,2017,30058.18112,
HUN,FDISTOCK,OUTWARD,MLN_USD,A,2018,30696.66528,
HUN,FDISTOCK,INWARD,PC_GDP,A,2005,54.06296844,
HUN,FDISTOCK,INWARD,PC_GDP,A,2006,69.53795483,
HUN,FDISTOCK,INWARD,PC_GDP,A,2007,68.26035764,
HUN,FDISTOCK,INWARD,PC_GDP,A,2008,55.75041243,B
HUN,FDISTOCK,INWARD,PC_GDP,A,2009,75.7297061,
HUN,FDISTOCK,INWARD,PC_GDP,A,2010,69.52215905,
HUN,FDISTOCK,INWARD,PC_GDP,A,2011,60.81377235,
HUN,FDISTOCK,INWARD,PC_GDP,A,2012,81.65449054,
HUN,FDISTOCK,INWARD,PC_GDP,A,2013,80.71977783,
HUN,FDISTOCK,INWARD,PC_GDP,A,2014,71.67978142,
HUN,FDISTOCK,INWARD,PC_GDP,A,2015,70.0827018,
HUN,FDISTOCK,INWARD,PC_GDP,A,2016,65.63155115,
HUN,FDISTOCK,INWARD,PC_GDP,A,2017,66.89793552,
HUN,FDISTOCK,INWARD,PC_GDP,A,2018,61.12449411,
HUN,FDISTOCK,OUTWARD,PC_GDP,A,2005,8.461943311,
HUN,FDISTOCK,OUTWARD,PC_GDP,A,2006,12.85517995,
HUN,FDISTOCK,OUTWARD,PC_GDP,A,2007,14.80796604,
HUN,FDISTOCK,OUTWARD,PC_GDP,A,2008,13.34270368,B
HUN,FDISTOCK,OUTWARD,PC_GDP,A,2009,17.56323417,
HUN,FDISTOCK,OUTWARD,PC_GDP,A,2010,18.03580463,
HUN,FDISTOCK,OUTWARD,PC_GDP,A,2011,19.57415309,
HUN,FDISTOCK,OUTWARD,PC_GDP,A,2012,30.63202884,
HUN,FDISTOCK,OUTWARD,PC_GDP,A,2013,29.52890734,
HUN,FDISTOCK,OUTWARD,PC_GDP,A,2014,28.93518282,
HUN,FDISTOCK,OUTWARD,PC_GDP,A,2015,28.87435919,
HUN,FDISTOCK,OUTWARD,PC_GDP,A,2016,19.85495035,
HUN,FDISTOCK,OUTWARD,PC_GDP,A,2017,21.50682924,
HUN,FDISTOCK,OUTWARD,PC_GDP,A,2018,19.71487098,
ISL,FDISTOCK,INWARD,MLN_USD,A,2005,4688.72658,
ISL,FDISTOCK,INWARD,MLN_USD,A,2006,7692.212923,
ISL,FDISTOCK,INWARD,MLN_USD,A,2007,16451.09189,
ISL,FDISTOCK,INWARD,MLN_USD,A,2008,9215.077119,
ISL,FDISTOCK,INWARD,MLN_USD,A,2009,8622.488,
ISL,FDISTOCK,INWARD,MLN_USD,A,2010,11784.06808,
ISL,FDISTOCK,INWARD,MLN_USD,A,2011,12655.79007,
ISL,FDISTOCK,INWARD,MLN_USD,A,2012,10367.35131,
ISL,FDISTOCK,INWARD,MLN_USD,A,2013,7367.007213,
ISL,FDISTOCK,INWARD,MLN_USD,A,2014,7888.857368,
ISL,FDISTOCK,INWARD,MLN_USD,A,2015,7851.020797,
ISL,FDISTOCK,INWARD,MLN_USD,A,2016,9840.994505,
ISL,FDISTOCK,INWARD,MLN_USD,A,2017,10129.93679,
ISL,FDISTOCK,INWARD,MLN_USD,A,2018,9137.960973,
ISL,FDISTOCK,OUTWARD,MLN_USD,A,2005,10097.72944,
ISL,FDISTOCK,OUTWARD,MLN_USD,A,2006,14008.4084,
ISL,FDISTOCK,OUTWARD,MLN_USD,A,2007,25171.7373,
ISL,FDISTOCK,OUTWARD,MLN_USD,A,2008,9412.210465,
ISL,FDISTOCK,OUTWARD,MLN_USD,A,2009,10179.73243,
ISL,FDISTOCK,OUTWARD,MLN_USD,A,2010,11466.37543,
ISL,FDISTOCK,OUTWARD,MLN_USD,A,2011,11520.75625,
ISL,FDISTOCK,OUTWARD,MLN_USD,A,2012,12305.34841,
ISL,FDISTOCK,OUTWARD,MLN_USD,A,2013,9503.182619,
ISL,FDISTOCK,OUTWARD,MLN_USD,A,2014,8414.862096,
ISL,FDISTOCK,OUTWARD,MLN_USD,A,2015,7636.613656,
ISL,FDISTOCK,OUTWARD,MLN_USD,A,2016,6058.234356,
ISL,FDISTOCK,OUTWARD,MLN_USD,A,2017,5268.550086,
ISL,FDISTOCK,OUTWARD,MLN_USD,A,2018,5262.847073,
ISL,FDISTOCK,INWARD,PC_GDP,A,2005,27.88833653,
ISL,FDISTOCK,INWARD,PC_GDP,A,2006,44.67956671,
ISL,FDISTOCK,INWARD,PC_GDP,A,2007,76.46335992,
ISL,FDISTOCK,INWARD,PC_GDP,A,2008,51.46592677,
ISL,FDISTOCK,INWARD,PC_GDP,A,2009,65.49703373,
ISL,FDISTOCK,INWARD,PC_GDP,A,2010,86.11755653,
ISL,FDISTOCK,INWARD,PC_GDP,A,2011,83.48972573,
ISL,FDISTOCK,INWARD,PC_GDP,A,2012,70.41076407,
ISL,FDISTOCK,INWARD,PC_GDP,A,2013,45.94759231,
ISL,FDISTOCK,INWARD,PC_GDP,A,2014,44.4239945,
ISL,FDISTOCK,INWARD,PC_GDP,A,2015,45.14909223,
ISL,FDISTOCK,INWARD,PC_GDP,A,2016,47.72918609,
ISL,FDISTOCK,INWARD,PC_GDP,A,2017,41.3584975,
ISL,FDISTOCK,INWARD,PC_GDP,A,2018,35.30596693,
ISL,FDISTOCK,OUTWARD,PC_GDP,A,2005,60.06084424,
ISL,FDISTOCK,OUTWARD,PC_GDP,A,2006,81.36665271,
ISL,FDISTOCK,OUTWARD,PC_GDP,A,2007,116.9962226,
ISL,FDISTOCK,OUTWARD,PC_GDP,A,2008,52.56691053,
ISL,FDISTOCK,OUTWARD,PC_GDP,A,2009,77.32597347,
ISL,FDISTOCK,OUTWARD,PC_GDP,A,2010,83.79586973,
ISL,FDISTOCK,OUTWARD,PC_GDP,A,2011,76.00195438,
ISL,FDISTOCK,OUTWARD,PC_GDP,A,2012,83.57283917,
ISL,FDISTOCK,OUTWARD,PC_GDP,A,2013,59.27079314,
ISL,FDISTOCK,OUTWARD,PC_GDP,A,2014,47.38604972,
ISL,FDISTOCK,OUTWARD,PC_GDP,A,2015,43.91609489,
ISL,FDISTOCK,OUTWARD,PC_GDP,A,2016,29.38265993,
ISL,FDISTOCK,OUTWARD,PC_GDP,A,2017,21.5104319,
ISL,FDISTOCK,OUTWARD,PC_GDP,A,2018,20.33384748,
IRL,FDISTOCK,INWARD,MLN_USD,A,2005,163524.8319,
IRL,FDISTOCK,INWARD,MLN_USD,A,2006,156491.5053,
IRL,FDISTOCK,INWARD,MLN_USD,A,2007,203683.2033,
IRL,FDISTOCK,INWARD,MLN_USD,A,2008,188302.0181,
IRL,FDISTOCK,INWARD,MLN_USD,A,2009,250122.4607,
IRL,FDISTOCK,INWARD,MLN_USD,A,2010,285571.8867,
IRL,FDISTOCK,INWARD,MLN_USD,A,2011,290478.7165,
IRL,FDISTOCK,INWARD,MLN_USD,A,2012,383200.5277,B
IRL,FDISTOCK,INWARD,MLN_USD,A,2013,408786.3743,
IRL,FDISTOCK,INWARD,MLN_USD,A,2014,416049.5326,
IRL,FDISTOCK,INWARD,MLN_USD,A,2015,888221.0125,
IRL,FDISTOCK,INWARD,MLN_USD,A,2016,840646.1474,
IRL,FDISTOCK,INWARD,MLN_USD,A,2017,1058011.514,
IRL,FDISTOCK,INWARD,MLN_USD,A,2018,1000392.718,
IRL,FDISTOCK,OUTWARD,MLN_USD,A,2005,104148.8734,
IRL,FDISTOCK,OUTWARD,MLN_USD,A,2006,120728.3024,
IRL,FDISTOCK,OUTWARD,MLN_USD,A,2007,150060.3562,
IRL,FDISTOCK,OUTWARD,MLN_USD,A,2008,168936.6736,
IRL,FDISTOCK,OUTWARD,MLN_USD,A,2009,295358.0176,
IRL,FDISTOCK,OUTWARD,MLN_USD,A,2010,340109.5671,
IRL,FDISTOCK,OUTWARD,MLN_USD,A,2011,330793.1168,
IRL,FDISTOCK,OUTWARD,MLN_USD,A,2012,412011.8734,B
IRL,FDISTOCK,OUTWARD,MLN_USD,A,2013,535082.0576,
IRL,FDISTOCK,OUTWARD,MLN_USD,A,2014,619373.5583,
IRL,FDISTOCK,OUTWARD,MLN_USD,A,2015,909667.9369,
IRL,FDISTOCK,OUTWARD,MLN_USD,A,2016,856581.638,
IRL,FDISTOCK,OUTWARD,MLN_USD,A,2017,986845.7664,
IRL,FDISTOCK,OUTWARD,MLN_USD,A,2018,942868.1017,
IRL,FDISTOCK,INWARD,PC_GDP,A,2005,77.26417306,
IRL,FDISTOCK,INWARD,PC_GDP,A,2006,67.43242402,
IRL,FDISTOCK,INWARD,PC_GDP,A,2007,75.4650275,
IRL,FDISTOCK,INWARD,PC_GDP,A,2008,68.46123768,
IRL,FDISTOCK,INWARD,PC_GDP,A,2009,105.8485536,
IRL,FDISTOCK,INWARD,PC_GDP,A,2010,128.5498219,
IRL,FDISTOCK,INWARD,PC_GDP,A,2011,122.321043,
IRL,FDISTOCK,INWARD,PC_GDP,A,2012,170.3117241,B
IRL,FDISTOCK,INWARD,PC_GDP,A,2013,171.3676433,
IRL,FDISTOCK,INWARD,PC_GDP,A,2014,160.9650924,
IRL,FDISTOCK,INWARD,PC_GDP,A,2015,304.7072459,
IRL,FDISTOCK,INWARD,PC_GDP,A,2016,279.7274445,
IRL,FDISTOCK,INWARD,PC_GDP,A,2017,315.980908,
IRL,FDISTOCK,INWARD,PC_GDP,A,2018,261.5491273,
IRL,FDISTOCK,OUTWARD,PC_GDP,A,2005,49.20950834,
IRL,FDISTOCK,OUTWARD,PC_GDP,A,2006,52.0220063,
IRL,FDISTOCK,OUTWARD,PC_GDP,A,2007,55.59765719,
IRL,FDISTOCK,OUTWARD,PC_GDP,A,2008,61.42055132,
IRL,FDISTOCK,OUTWARD,PC_GDP,A,2009,124.9916495,
IRL,FDISTOCK,OUTWARD,PC_GDP,A,2010,153.0998894,
IRL,FDISTOCK,OUTWARD,PC_GDP,A,2011,139.2975002,
IRL,FDISTOCK,OUTWARD,PC_GDP,A,2012,183.1167951,B
IRL,FDISTOCK,OUTWARD,PC_GDP,A,2013,224.3121517,
IRL,FDISTOCK,OUTWARD,PC_GDP,A,2014,239.6289726,
IRL,FDISTOCK,OUTWARD,PC_GDP,A,2015,312.0646864,
IRL,FDISTOCK,OUTWARD,PC_GDP,A,2016,285.0300253,
IRL,FDISTOCK,OUTWARD,PC_GDP,A,2017,294.7268695,
IRL,FDISTOCK,OUTWARD,PC_GDP,A,2018,246.5095204,
ITA,FDISTOCK,INWARD,MLN_USD,A,2005,224072.1954,
ITA,FDISTOCK,INWARD,MLN_USD,A,2006,294876.8603,
ITA,FDISTOCK,INWARD,MLN_USD,A,2007,376514.0586,
ITA,FDISTOCK,INWARD,MLN_USD,A,2008,327931.8024,
ITA,FDISTOCK,INWARD,MLN_USD,A,2009,364456.1302,
ITA,FDISTOCK,INWARD,MLN_USD,A,2010,328054.5163,
ITA,FDISTOCK,INWARD,MLN_USD,A,2011,355108.0347,
ITA,FDISTOCK,INWARD,MLN_USD,A,2012,363585.752,
ITA,FDISTOCK,INWARD,MLN_USD,A,2013,364964.7442,B
ITA,FDISTOCK,INWARD,MLN_USD,A,2014,352482.3018,
ITA,FDISTOCK,INWARD,MLN_USD,A,2015,340477.1181,
ITA,FDISTOCK,INWARD,MLN_USD,A,2016,352626.2359,
ITA,FDISTOCK,INWARD,MLN_USD,A,2017,424743.1123,
ITA,FDISTOCK,INWARD,MLN_USD,A,2018,426410.7591,
ITA,FDISTOCK,OUTWARD,MLN_USD,A,2005,293465.8488,
ITA,FDISTOCK,OUTWARD,MLN_USD,A,2006,378931.911,
ITA,FDISTOCK,OUTWARD,MLN_USD,A,2007,417875.7545,
ITA,FDISTOCK,OUTWARD,MLN_USD,A,2008,442423.1037,
ITA,FDISTOCK,OUTWARD,MLN_USD,A,2009,486424.1464,
ITA,FDISTOCK,OUTWARD,MLN_USD,A,2010,489653.9284,
ITA,FDISTOCK,OUTWARD,MLN_USD,A,2011,519659.7231,
ITA,FDISTOCK,OUTWARD,MLN_USD,A,2012,534980.2111,
ITA,FDISTOCK,OUTWARD,MLN_USD,A,2013,533906.035,B
ITA,FDISTOCK,OUTWARD,MLN_USD,A,2014,477456.0483,
ITA,FDISTOCK,OUTWARD,MLN_USD,A,2015,456619.4469,
ITA,FDISTOCK,OUTWARD,MLN_USD,A,2016,456380.3953,
ITA,FDISTOCK,OUTWARD,MLN_USD,A,2017,547577.5234,
ITA,FDISTOCK,OUTWARD,MLN_USD,A,2018,554279.6061,
ITA,FDISTOCK,INWARD,PC_GDP,A,2005,12.0632483,
ITA,FDISTOCK,INWARD,PC_GDP,A,2006,15.13881547,
ITA,FDISTOCK,INWARD,PC_GDP,A,2007,17.03545389,
ITA,FDISTOCK,INWARD,PC_GDP,A,2008,13.66983128,
ITA,FDISTOCK,INWARD,PC_GDP,A,2009,16.63340256,
ITA,FDISTOCK,INWARD,PC_GDP,A,2010,15.37262324,
ITA,FDISTOCK,INWARD,PC_GDP,A,2011,15.49343059,
ITA,FDISTOCK,INWARD,PC_GDP,A,2012,17.42081159,
ITA,FDISTOCK,INWARD,PC_GDP,A,2013,17.04395164,B
ITA,FDISTOCK,INWARD,PC_GDP,A,2014,16.32517102,
ITA,FDISTOCK,INWARD,PC_GDP,A,2015,18.54552353,
ITA,FDISTOCK,INWARD,PC_GDP,A,2016,18.80091783,
ITA,FDISTOCK,INWARD,PC_GDP,A,2017,21.704224,
ITA,FDISTOCK,INWARD,PC_GDP,A,2018,20.46250128,
ITA,FDISTOCK,OUTWARD,PC_GDP,A,2005,15.79915525,
ITA,FDISTOCK,OUTWARD,PC_GDP,A,2006,19.45415544,
ITA,FDISTOCK,OUTWARD,PC_GDP,A,2007,18.9068721,
ITA,FDISTOCK,OUTWARD,PC_GDP,A,2008,18.44239912,
ITA,FDISTOCK,OUTWARD,PC_GDP,A,2009,22.19989725,
ITA,FDISTOCK,OUTWARD,PC_GDP,A,2010,22.94516608,
ITA,FDISTOCK,OUTWARD,PC_GDP,A,2011,22.67285182,
ITA,FDISTOCK,OUTWARD,PC_GDP,A,2012,25.63298868,
ITA,FDISTOCK,OUTWARD,PC_GDP,A,2013,24.93355533,B
ITA,FDISTOCK,OUTWARD,PC_GDP,A,2014,22.11331351,
ITA,FDISTOCK,OUTWARD,PC_GDP,A,2015,24.87170575,
ITA,FDISTOCK,OUTWARD,PC_GDP,A,2016,24.33276211,
ITA,FDISTOCK,OUTWARD,PC_GDP,A,2017,27.98101931,
ITA,FDISTOCK,OUTWARD,PC_GDP,A,2018,26.59864206,
