Country Name,Country Code,Indicator Name,Indicator Code,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Sri Lanka,LKA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,4.886053138,7.248233032,11.40527441,17.20018963,27.48021778,40.23521468,55.45667971,81.02671264,85.67533968,89.80782751
Lower middle income,LMC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.985747831,4.956222508,7.887484878,12.72384152,20.71279979,29.86571655,41.46696658,52.50196467,66.30610254,76.44046612
Low & middle income,LMY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,9.062392879,12.35932149,17.15856392,23.52513973,31.38525848,40.23008553,50.31665682,59.48215778,69.53234617,77.85910577
Lesotho,LSO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,6.796286781,6.240251929,9.781598652,12.51361395,17.98612922,24.2815269,29.85291846,33.21389396,49.48172988,61.5012167
Late-demographic dividend,LTE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,16.59597773,22.08027081,29.56496592,37.63348013,45.36830306,54.84010555,64.91901679,74.04229485,82.61273935,90.27080335
Lithuania,LTU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,47.77013687,61.56948657,90.24080995,130.1763794,142.8318654,150.7243677,156.3289463,156.6493173,156.5706495,160.1477329
Luxembourg,LUX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,106.5973146,120.4948561,104.0239565,111.3921396,153.1324499,144.131055,145.6515693,145.0072202,143.1415132,147.3065066
Latvia,LVA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,39.32193798,52.8894359,67.43156081,83.10869528,98.14072931,100.8607022,105.8653067,107.4047049,108.836776,110.2879715
"Macao SAR, China",MAC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,61.52519601,79.10879793,91.69905661,110.3343012,128.8676162,157.444139,181.0026027,197.0706687,208.5138206,245.6636506
St. Martin (French part),MAF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,,,,,,,,,,
Morocco,MAR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,21.04470828,24.71174383,31.00385739,40.69143563,51.95551274,64.27130717,72.34623057,79.2717969,98.88351218,111.5066406
Monaco,MCO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,45.33926721,45.48909601,47.01492537,50.7963242,53.54489617,59.08761767,63.08786419,65.29268154,65.74750084,88.24394848
Moldova,MDA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,8.094934937,11.40452316,18.88214351,26.20156839,32.75603465,45.58760293,58.92244652,52.13909982,62.42147427,78.87059701
Madagascar,MDG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.972316507,1.641667256,1.875459508,2.782770794,5.53958209,11.41126702,24.18045922,30.54967795,36.45921073,39.92266912
Maldives,MDV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,14.24235008,21.95894715,36.38250365,63.70929389,82.76756024,93.54653921,126.8378114,129.53384,135.1668152,139.4102419
Middle East & North Africa,MEA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,10.26484214,13.31367244,18.42853185,28.35411975,40.59008961,56.16396301,68.04432493,81.77297894,91.77876516,98.32540631
Mexico,MEX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,25.49867503,29.19810068,36.79008756,44.45889887,51.50184288,60.96835755,67.95405391,73.97358941,80.09564358,81.75190485
Marshall Islands,MHL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.054038572,1.118677043,1.182171966,1.194397191,,,,,,
Middle income,MIC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,9.843970756,13.38692649,18.53731661,25.42054408,33.71872472,43.10860709,53.64102434,63.31041213,73.94898626,82.50483692
North Macedonia,MKD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,17.83108045,37.79050231,47.91332045,54.89592884,61.25839804,86.87955899,95.17334821,93.91877098,103.9929668,106.7906819
Mali,MLI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.395751461,2.063166925,3.289341883,5.964424451,11.45879486,18.53933761,24.36354724,30.59057518,49.43988622,69.75324517
Malta,MLT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,69.43729654,72.34264417,75.98164924,80.06365948,85.3426296,90.35875759,94.17447514,102.5588504,109.9760291,124.9055574
Myanmar,MMR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.100586617,0.138148529,0.190369571,0.262921757,0.434501902,0.499060135,0.735811404,0.999007629,1.173894066,2.43891734
Middle East & North Africa (excluding high income),MNA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,5.951967978,8.297429156,12.85959263,22.09034992,33.82141024,47.97623404,58.8965062,71.54214915,81.00581835,87.92825961
Montenegro,MNE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,,,78.64451417,88.12912583,104.1791021,145.2655535,186.3825404,207.7518023,187.4174042,185.3778368
Mongolia,MNG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,8.84060753,12.92145618,17.17259035,22.05516572,30.28306399,46.05496912,66.99264181,84.1134851,92.3002203,106.2068445
Northern Mariana Islands,MNP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,29.33413215,32.1310853,35.76494428,,,,,,,
Mozambique,MOZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.357689701,2.254175913,3.555903422,7.338482014,11.09727131,14.21002213,19.77414323,26.07930391,30.69992683,32.47688661
Mauritania,MRT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,8.899538857,12.28336789,17.77325961,24.65499898,34.06664597,44.15174065,63.46604826,64.30845795,79.44748361,92.11145408
Mauritius,MUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,28.91733482,38.24708807,45.05678729,53.75011354,62.89405735,75.2597681,83.38026987,87.35979601,95.4281204,103.438629
Malawi,MWI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.734586548,1.125933017,1.805705782,3.335693023,4.780155606,7.876384951,10.98263462,17.59356406,21.44048961,26.4105175
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,37.39612434,45.03859071,58.00167459,76.07837743,74.28345535,87.37528709,101.7513361,108.6856193,120.0321114,127.9583696
North America,NAC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,48.25456424,54.13331735,61.64886497,67.46732149,75.19298424,80.82795986,84.14374204,87.66920024,90.62047297,93.67878096
Namibia,NAM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,8.101438653,11.90298422,14.9965011,23.15701226,30.88524068,39.88359912,51.48297391,78.40180217,92.0334102,101.7525402
New Caledonia,NCL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,35.47955047,42.36228647,50.0006441,56.78559647,64.60217563,72.47329769,79.6424735,83.80950477,87.09565451,88.42889043
Niger,NER,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.472035113,0.651210501,1.313592133,2.376995739,3.414882567,6.128536242,12.44272144,16.40458361,22.28267389,27.71220477
Nigeria,NGA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.220138319,2.38776189,6.759666327,13.38494067,22.67615103,27.60394789,41.91698278,48.28660058,55.07635849,58.45475445
Nicaragua,NIC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,4.545566019,8.81888877,13.76762253,20.58177613,33.19366465,44.76308373,54.83968753,58.21160674,68.03232794,81.71272458
Netherlands,NLD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,75.10697312,81.4766985,90.86900361,96.74251327,105.2061919,116.8316658,124.4982528,121.1869841,114.9619098,118.4674415
Norway,NOR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,83.36964716,88.85634163,98.40233621,102.6355658,104.1926439,106.7433967,109.226289,110.9327246,114.6014289,115.7046317
Nepal,NPL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.088495228,0.326412096,0.459406033,0.882969178,4.439005746,12.39035332,15.75005355,20.82270803,34.04097965,49.38563053
Nauru,NRU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,,,,,,,,,61.96901549,66.53426018
New Zealand,NZL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,61.79340665,64.61848367,74.18321268,85.36147441,90.83592299,100.4290291,107.9904772,108.7123211,107.7787912,109.0823998
OECD members,OED,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,58.99707051,64.70108866,71.91915461,79.37194054,86.87500907,94.82602733,98.91234386,100.7252278,102.034276,105.4786153
Oman,OMN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,19.82989972,24.89349023,32.96971561,53.09007343,70.44534978,94.08548532,117.0262559,138.0495907,151.4460942,147.92643
Other small states,OSS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,21.45099341,24.80034321,32.24403348,39.29093628,47.59446811,59.30492586,69.88417222,78.47158133,87.45756731,96.42554757
Pakistan,PAK,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.135766906,1.570544794,3.206151798,7.966864434,21.03768098,37.45749468,51.27891755,53.74829949,55.27994563,59.39479364
Panama,PAN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,16.69779638,21.57667944,38.53810965,52.51129281,64.11159,87.17192556,111.348659,169.4975854,182.4572905,181.7202183
Peru,PER,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,8.512400738,10.70553414,14.81511166,20.03634159,32.45314151,54.41435324,73.35481222,85.78702103,100.3013504,110.9248984
Philippines,PHL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,18.90610486,27.1029811,38.8804914,40.28785566,48.77637648,64.1401553,74.93475746,81.79119697,88.48886596,98.55576616
Palau,PLW,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,12.51718694,19.80917765,19.75134645,30.58996006,42.71238485,55.80436371,62.37703165,69.69647252,80.82428293,87.03860242
Papua New Guinea,PNG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.245957242,0.281197813,0.760294889,1.154751657,1.504461858,4.406247824,12.52830875,19.8403141,26.11416691,32.11905893
Poland,POL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,36.11057307,45.26637966,60.14669492,76.01561096,95.80493007,107.9143985,114.5204528,116.8302309,122.4951194,131.0116839
Pre-demographic dividend,PRE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.577245608,2.673119403,4.875961607,8.258216754,15.08736241,21.6335277,31.63898346,37.66014752,44.62209176,51.41482925
Puerto Rico,PRI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,44.94499401,46.77673718,50.73926292,54.88782834,60.67821446,67.23681955,70.49790578,75.41192368,81.95861213,87.31722952
"Korea, Dem. People’s Rep.",PRK,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0,0.283527236,1.759427616,4.05294853
Portugal,PRT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,83.47786301,95.90677966,100.9567353,108.9338959,115.9692322,127.4683791,132.5981184,111.2317777,115.2350903,116.7012162
Paraguay,PRY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,30.13429955,31.4281971,30.5214736,32.39987802,54.67153283,78.25986713,95.22244929,91.15289622,94.76374916,103.0798506
West Bank and Gaza,PSE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,7.443484991,7.67290408,12.4561417,15.86333669,22.43870313,27.19264946,34.08129118,45.48130592,64.19671809,69.52308496
Pacific island small states,PSS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,5.283530464,7.500996109,10.12211676,14.54379303,20.21713047,35.88134601,39.86901758,47.83260116,55.05077722,63.04355116
Post-demographic dividend,PST,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,61.06198454,66.86517104,74.02298584,82.27312722,90.78545492,98.64049705,102.5027252,104.4791634,105.1803066,108.7202331
French Polynesia,PYF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,20.98629565,23.78285972,37.50117191,46.3714352,58.23531665,66.55235021,70.87226058,78.51380187,81.02306206,83.23820126
Qatar,QAT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,41.61590218,55.22757807,65.08839373,82.82294295,89.93479096,103.7566253,99.50030104,117.7540107,117.7835047,113.083049
Romania,ROU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,23.38592942,32.41144607,47.34193365,62.35213408,75.30738586,96.98496101,117.47752,121.6203651,118.9925842,115.1611583
Russian Federation,RUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,12.12593129,24.98783944,51.16733273,83.52351405,105.0701387,119.4978199,139.2838126,160.5071896,165.6610167,141.7866096
Rwanda,RWA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.977695661,1.527609449,1.581367669,2.52231422,3.474392251,6.848756119,13.88663214,24.83194433,35.34855585,43.19489969
South Asia,SAS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.164093035,2.669940676,4.223227223,7.69918192,14.84380975,22.14473664,31.62165451,43.57433191,58.39414438,68.22691437
Saudi Arabia,SAU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,22.96671917,32.23198617,39.66580269,59.47293905,80.41371017,112.7673395,139.0576626,168.4710647,188.0438646,191.0315025
Sudan,SDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.53902743,1.448593733,2.801567744,4.749691364,11.83527483,20.20390523,28.68925131,35.73563389,52.37581181,70.88093666
Senegal,SEN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,5.381808627,7.422335051,10.37285283,15.60043195,26.20411855,31.06681909,44.89185528,55.95010135,65.8117968,71.75851664
Singapore,SGP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,80.71787992,86.62642506,95.53498948,102.7876635,108.7741926,129.3858643,134.3187451,138.6216042,143.9164386,148.0782486
Solomon Islands,SLB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.229427327,0.237127447,0.654251874,1.276818509,1.455065499,2.214852926,5.959949142,9.705326866,21.88076028,50.75925033
Sierra Leone,SLE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.349237962,2.176744401,,,,12.95571866,16.44710295,18.49273379,31.17384813,32.56013798
El Salvador,SLV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,14.90771093,19.1821026,30.42232333,39.84970233,63.3551277,100.5170649,113.3556836,122.8748104,124.5228275,133.9032114
San Marino,SMR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,59.48181012,59.16952594,59.03593642,58.4845178,58.55218855,58.21109004,80.18006177,97.18652648,97.94421851,112.0147816
Somalia,SOM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.052482902,2.03761187,4.935715757,4.786125749,5.109669771,5.415103319,5.501357001,5.470360545,5.381985195,14.54392552
Serbia,SRB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,,,51.17181283,59.93903517,72.64142217,92.87408178,106.1661992,109.8520096,110.2776988,113.5908679
Sub-Saharan Africa (excluding high income),SSA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.574050764,4.952328272,7.383977173,11.99027261,17.68370368,23.0697305,31.72381535,37.4482433,44.633577,52.81315866
South Sudan,SSD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,,,,,,,,,15.77558453,18.30998996
Sub-Saharan Africa,SSF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.580002583,4.958577887,7.390509243,11.99666823,17.69083429,23.07678436,31.73168735,37.45730896,44.64242055,52.82190037
Small states,SST,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,22.5546355,27.61694579,35.68971804,43.1115096,53.23445415,65.12012459,75.09242211,83.23509362,90.7177679,96.69619807
Sao Tome and Principe,STP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.342855399,3.203802812,5.037824336,7.590555781,11.39527836,18.09921828,29.5412576,45.95794764,56.95483199,62.34310984
Suriname,SUR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,22.47099443,34.53730156,43.10878121,46.60696266,63.32934227,74.33766122,127.0695753,146.0324864,98.49470169,99.69038396
Slovak Republic,SVK,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,54.13549916,68.12753874,79.1787946,84.09714977,90.63768078,112.3987625,102.234927,101.7878775,109.6352641,110.6143222
Slovenia,SVN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,83.89582276,87.48826629,92.8859695,88.18311599,90.86819514,95.83990601,101.5742057,103.2761761,103.8472851,105.71646
Sweden,SWE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,89.10725716,98.31942048,97.7125802,100.7233071,105.6159381,110.4105571,108.4185358,112.1003165,117.0629429,120.9950659
Eswatini,SWZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,6.672822673,8.31050389,14.12861522,19.4065666,24.12913139,36.44552545,50.63531899,62.8324099,68.16085467,71.50339588
Sint Maarten (Dutch part),SXM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,,,,,,,,,,
Seychelles,SYC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,53.20242159,57.36977042,62.21207648,66.33652197,78.56935415,85.78057011,103.3466373,121.8783727,128.8426981,137.7773908
Syrian Arab Republic,SYR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.341285431,6.804395283,13.15920478,16.06650903,24.52876182,31.36433411,34.14704328,47.25983693,54.75007196,61.27081563
Turks and Caicos Islands,TCA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,38.96349862,77.40993963,93.95131086,,,,,,,
Chad,TCD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.379189672,0.69341351,1.263512522,2.07990129,4.457133721,8.489128883,14.30667868,19.73435113,24.05682131,29.65507617
East Asia & Pacific (IDA & IBRD countries),TEA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,14.16178793,18.60499634,23.70606748,28.31387775,34.00148089,42.84606314,52.74518316,61.09411707,70.44253928,80.47337658
Europe & Central Asia (IDA & IBRD countries),TEC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,17.3710205,25.64521795,41.44775607,62.20039844,81.52845092,95.86948982,108.6181128,117.8286372,122.3760149,120.0471867
Togo,TGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.177545025,4.570052483,6.082282965,7.727420148,12.2855239,20.10552063,25.47156041,34.99266898,40.52340517,40.86352778
Thailand,THA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,27.23605223,33.48869849,41.48845903,46.56376115,60.96934177,80.04282187,92.9449112,98.63231758,106.7434632,114.7080111
Tajikistan,TJK,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.205387788,0.7279165,2.026300176,3.903188552,31.05775341,30.19777784,50.95084141,66.53312066,78.92295793,82.1564376
Turkmenistan,TKM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.177288311,0.197326184,1.06518666,2.208366301,4.508588059,7.836939423,22.99845191,42.59004775,62.85610608,102.4335704
Latin America & the Caribbean (IDA & IBRD countries),TLA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,19.1659152,23.5775351,32.29264038,44.02370507,55.45174347,68.4001227,81.4586378,89.81353607,98.92402865,107.7305598
Timor-Leste,TLS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,,2.117815497,2.646587639,3.323368186,4.8306232,7.546854858,11.84369229,32.66299102,43.25652044,55.17229918
Middle East & North Africa (IDA & IBRD countries),TMN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,5.934351742,8.304811074,12.86436613,22.16426304,33.95733413,48.22640385,59.19786424,71.86125937,81.21303183,88.15629233
Tonga,TON,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.387126093,11.24622197,16.36432577,29.60408305,29.54692938,45.35440286,48.82229466,51.01549716,52.21856788,53.10828296
South Asia (IDA & IBRD),TSA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.164093035,2.669940676,4.223227223,7.69918192,14.84380975,22.14473664,31.62165451,43.57433191,58.39414438,68.22691437
Sub-Saharan Africa (IDA & IBRD countries),TSS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.580002583,4.958577887,7.390509243,11.99666823,17.69083429,23.07678436,31.73168735,37.45730896,44.64242055,52.82190037
Trinidad and Tobago,TTO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,20.57385886,26.20463882,50.47495471,71.27640374,116.6010651,115.3883485,137.40573,139.7761426,142.6227669,136.6734073
Tunisia,TUN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,5.818249379,19.28081038,37.2739149,56.20713084,71.94287856,76.10701148,82.59848616,93.07724507,104.5035356,115.321117
Turkey,TUR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,35.80165263,42.19668231,51.79386258,64.22199873,76.59270405,89.0689293,93.4754543,88.02344721,85.40330063,88.9417952
Tuvalu,TUV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,5.06636944,13,15.81027668,17.61080129,,9.593246355,15.19468186,20.03197592
Tanzania,TZA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.717454764,3.572039702,5.195323984,7.708648459,14.18252749,20.28444734,31.07662446,40.55707231,47.3179195,56.19549248
Uganda,UGA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.562784534,2.987500035,4.343693745,4.751019385,7.030851575,14.22787055,28.11165291,29.87394646,39.5590167,49.87635009
Ukraine,UKR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,7.696397252,13.65772731,29.0897363,64.00536482,105.2767922,119.0876067,120.558086,119.4564211,117.7678197,121.9416066
Upper middle income,UMC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,16.68718346,21.87941571,29.31833279,38.3808743,47.11418719,56.86918438,66.40172767,74.73429774,82.06202062,88.99527771
Uruguay,URY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,15.43962189,14.969305,18.05727333,34.76795584,70.0670686,90.17254901,105.0174824,122.7450058,132.0867747,141.2145504
United States,USA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,49.35962707,55.42732036,63.21739536,69.05236638,77.10934813,82.93180628,86.09952013,89.5449638,92.26777096,95.44904589
Uzbekistan,UZB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.734926284,1.245926994,2.086464452,2.724404981,9.440226097,20.92085448,44.79415812,58.49863316,73.47477508,87.79991103
St. Vincent and the Grenadines,VCT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,9.234298824,58.07562358,66.35210852,65.01924245,80.69206191,101.8181316,120.0243558,111.8453739,121.7412591,121.6893164
"Venezuela, RB",VEN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,26.06289906,27.4546972,32.39262805,47.27417405,69.97888358,87.42099949,99.19866715,100.3302093,98.03161329,99.63349674
British Virgin Islands,VGB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,37.86265323,,,,,82.6446281,88.13273556,173.9376456,170.9865439,164.5432395
Virgin Islands (U.S.),VIR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,41.5895211,45.49649317,59.39384968,74.49394215,,,,,,
Vietnam,VNM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.33323338,3.331646206,5.971383996,11.44327269,22.32690764,52.70927603,86.81510552,112.7815365,126.8309427,143.2610195
Vanuatu,VUT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.526815182,3.920405712,5.145816085,6.06454449,6.997247749,11.84661369,16.02107662,57.19162465,71.94203488,56.44109078
World,WLD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,18.51636651,22.220445,27.29157839,33.75726483,41.55327872,50.25021965,59.36018828,67.4789592,76.14303302,83.69538493
Samoa,WSM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.530551509,5.916026233,8.959068257,13.35358627,25.15535505,47.24080727,,,48.40036784,
Kosovo,XKX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,,,,32.30209935,32.30209935,32.30209935,32.30209935,32.30209935,32.30209935,
"Yemen, Rep.",YEM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.638663812,3.556291809,7.553698042,11.32696411,14.39400597,20.43461499,29.43978174,36.91965789,47.87332937,49.00958468
South Africa,ZAF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,29.68955349,36.0879498,44.06489862,70.92634029,81.79509695,86.11605769,90.39871075,91.99435363,98.3502263,123.0680361
Zambia,ZMB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.267734493,2.140938991,4.020157494,8.008934024,13.6634993,21.10721319,27.54403033,33.34571055,40.03378954,58.2217415
Zimbabwe,ZWE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.833953334,3.034920729,3.541997645,5.358335088,6.985698891,10.00050425,13.36656933,31.85926555,60.64079363,71.34923418
