Country Name,Country Code,Indicator Name,Indicator Code,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Libya,LBY,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,27.24724117,14.36260188,22.60535308,28.56853571,9.46070039,11.02016968,21.82955491,-25.31279599,14.16106783,18.25071664
St. Lucia,LCA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.42545156,5.23135595,0.718622585,6.895279591,5.16212077,10.4833558,-4.198167479,0.84656729,9.088579623,-0.882020062
Latin America & Caribbean,LCN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Least developed countries: UN classification,LDC,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Low income,LIC,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Liechtenstein,LIE,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.650820776,0.632557217,0.810167293,1.190569632,1.314880476,6.58173838,-2.11669208,-9.900663628,,
Sri Lanka,LKA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,8.111570257,8.748664398,8.801492462,10.41872675,11.27702945,14.02844282,16.32701602,5.879882636,7.298947764,3.831394082
Lower middle income,LMC,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Low & middle income,LMY,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Lesotho,LSO,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,14.20693256,2.438813172,9.600392525,5.922842941,9.310988873,-5.374387154,12.55879066,1.246460826,8.48245197,9.525051953
Late-demographic dividend,LTE,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Lithuania,LTU,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.316685352,-0.807966186,2.688245435,6.898361944,6.743987637,8.567987545,9.704806953,-3.295134066,2.378523369,5.228250697
Luxembourg,LUX,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.680807315,2.682816428,2.954943815,4.195702289,7.035516419,1.490136296,3.883715788,1.398017695,3.616722473,4.773590945
Latvia,LVA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,5.094358026,4.916778232,6.762208315,11.17370305,12.40970913,20.116005,11.75146447,-9.679660604,-0.811835684,6.394654453
"Macao SAR, China",MAC,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-1.321223376,0.079487069,1.919378027,5.565635942,7.805966425,8.821188496,10.09046376,0.876987653,4.779069037,7.494554668
St. Martin (French part),MAF,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Morocco,MAR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.20854449,1.062605003,1.219221107,1.190540613,1.548030758,3.595054801,4.530497095,0.146912227,0.975621692,-0.690980556
Monaco,MCO,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.380168412,1.878676255,1.589789526,0.19639894,2.160164297,2.557242137,2.385726909,0.076600482,1.100889376,0.899612475
Moldova,MDA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,9.827401932,14.86563148,7.986655576,9.344524931,13.41946589,15.90683386,9.244336052,2.17013051,33.3049315,8.190799275
Madagascar,MDG,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,15.2758701,2.764595892,14.30381102,18.31994277,11.46970025,9.603343667,9.092586858,8.36281708,8.794425437,8.229923929
Maldives,MDV,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.497535216,0.465988093,9.970040098,9.158170549,7.365834659,10.11806838,11.05004369,11.28683318,2.881621549,12.63498685
Middle East & North Africa,MEA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Mexico,MEX,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,5.503365872,4.039455569,7.961710977,5.873921411,6.389222408,5.789061291,6.172512071,3.947662895,4.545151338,5.842873195
Marshall Islands,MHL,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,5.560722753,1.552881956,3.382127174,2.0456691,2.873110351,1.064756649,3.029259957,1.54926295,1.540141288,3.773857761
Middle income,MIC,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
North Macedonia,MKD,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.943966842,1.651648967,-0.16638101,4.896255511,3.252624178,4.592552569,5.491194036,0.295077614,2.041283023,3.72217234
Mali,MLI,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.512881723,-7.59428427,3.598624144,7.501726395,4.646873359,4.555046079,6.751514309,5.175462393,4.368099028,12.15342195
Malta,MLT,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.296836319,-1.296979242,1.063956017,1.796389776,2.864050771,2.797555553,3.000323778,2.690049278,3.829863487,2.198673378
Myanmar,MMR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,41.508928,20.49653941,3.601128079,19.1635299,21.30049881,23.64390812,13.61865795,4.878599246,7.043211894,10.25457667
Middle East & North Africa (excluding high income),MNA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Montenegro,MNE,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.075158681,8.320774065,5.885724378,4.334586169,10.10695903,16.04154842,7.629128294,2.407873684,1.604226292,1.20270417
Mongolia,MNG,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,6.369687351,10.23657453,16.69147301,20.09843877,21.98677158,11.62856765,21.44875375,1.826703689,39.17818796,15.11926549
Northern Mariana Islands,MNP,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,-3.897196262,0.803092406,0.40322367,0.213970193,1.565097469,12.56801352,2.662406816,-0.868486352,-0.615352524
Mozambique,MOZ,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,10.95675106,4.916111477,7.493728189,6.197670173,7.904869902,6.713518582,7.982322988,1.0761266,7.644032232,3.332125604
Mauritania,MRT,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,7.954457959,7.792433336,11.75291007,9.555354003,18.45708426,3.365513974,9.439622077,1.121312586,18.87756591,15.90373791
Mauritius,MUS,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,6.219284131,5.623192588,6.845449832,3.948099653,11.04311976,8.308315292,5.686692807,-0.654200834,1.126418917,3.161463788
Malawi,MWI,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,62.16465536,10.34609429,14.84662752,10.74123602,19.96725933,4.099721432,11.96466714,7.899822531,12.12717946,14.07576137
Malaysia,MYS,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.12861409,3.29920244,6.00950623,8.862356839,3.980757434,4.881499099,10.38875703,-5.99209755,7.266866576,5.412408084
North America,NAC,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Namibia,NAM,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,10.09211101,1.137837008,2.432600286,5.513834787,9.413627676,10.15396836,10.90850533,6.962891352,3.564140669,3.80506442
New Caledonia,NCL,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Niger,NER,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.997923113,-0.343909244,1.492208578,6.569691274,0.34543443,4.569262949,6.876089012,6.078974792,3.019342274,4.393941214
Nigeria,NGA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,21.10905001,9.804323771,20.72767544,19.85849477,23.86438113,7.099730995,7.921387201,0.686098874,26.75076167,9.778458097
Nicaragua,NIC,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.248378725,5.331077194,9.050902449,9.867094176,7.868819714,9.673913517,16.19915216,6.036303105,6.13808679,10.21482765
Netherlands,NLD,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.627695473,2.170980328,1.350007739,1.933833773,2.550428742,2.105441908,2.479236822,0.399621508,0.847969184,0.193652153
Norway,NOR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-1.694822584,2.863123516,5.835060635,8.759464887,8.776138807,3.050078613,10.43366077,-5.205030128,5.952797621,6.751051008
Nepal,NPL,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.9348579,3.070304961,4.166427157,6.11939041,7.360039271,7.603288945,5.619854525,15.90833021,15.14693245,10.81116622
Nauru,NRU,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,25.40761103,26.15151532,-18.1741375,18.08566892
New Zealand,NZL,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-0.03297374,2.252653186,3.572631266,2.033573612,2.982653371,4.626317683,3.076107997,0.517886024,3.729349398,2.069149507
OECD members,OED,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Oman,OMN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,4.70346441,10.34742972,13.0068959,22.46468735,13.63044511,8.26366459,33.75153878,-25.12813286,15.63532972,17.14952014
Other small states,OSS,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Pakistan,PAK,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.463092886,4.43839749,7.749247241,7.026466698,10.46028021,7.274319326,13.20400982,20.66651581,10.85023582,19.64465505
Panama,PAN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.671335752,1.131364218,1.965004598,1.748321296,1.969984822,4.824939923,7.527495301,6.470959912,2.590346499,5.843879616
Peru,PER,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.109017024,1.803724665,6.279038577,3.5037224,7.656248079,1.490675955,1.103276292,2.063698334,5.710728594,6.745787125
Philippines,PHL,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,4.162227451,3.201327924,5.516886583,5.828009689,4.949024106,3.090330986,7.549062089,2.773245214,4.222387173,4.021723001
Palau,PLW,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.22379696,-2.51718923,2.494300547,7.658778748,4.109257907,1.756346704,7.707724205,-1.34000914,-0.328634851,0.271129714
Papua New Guinea,PNG,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,12.29043148,5.539337447,-1.992371902,12.18237926,9.43007017,3.847279925,7.762575241,-4.883344933,9.921605463,4.38460699
Poland,POL,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.849373993,0.766525508,4.912237347,2.569014239,1.725692627,3.713411834,3.876545825,3.771310276,1.659660926,3.229053908
Pre-demographic dividend,PRE,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Puerto Rico,PRI,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.549778243,4.417472884,-1.29217805,6.590122533,5.492863842,3.782483977,6.56185784,4.982555585,2.494098591,2.369826349
"Korea, Dem. People’s Rep.",PRK,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Portugal,PRT,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,4.208067392,3.439044126,2.396076172,3.329841168,3.185394264,2.979066369,1.737715926,1.096323554,0.64347606,-0.26957346
Paraguay,PRY,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,17.94938421,15.14432465,11.83500522,12.95282412,8.855832654,12.63550564,12.19388467,3.742603787,4.59103037,5.090635119
West Bank and Gaza,PSE,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.487861835,-2.125615544,-1.123991935,0.73175308,5.745209987,5.19890365,14.26220884,0.228993917,13.44356767,4.449907631
Pacific island small states,PSS,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Post-demographic dividend,PST,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
French Polynesia,PYF,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Qatar,QAT,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.009005116,17.17646778,13.10678486,30.54269978,8.361613531,10.96986062,22.89956467,-24.21810088,6.979329894,18.27017565
Romania,ROU,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,22.71426905,23.15325547,15.45659588,12.00699012,10.60657936,15.81622747,16.01557989,4.086778232,3.540699422,3.784924765
Russian Federation,RUS,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,15.66190631,13.65713682,20.25514958,19.27943213,15.12040663,13.84123924,18.01351833,1.970612603,14.19110957,24.8090325
Rwanda,RWA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-5.195605515,21.65864245,13.03200064,9.05229439,5.083393267,12.60997105,14.85688586,7.958504101,2.893756611,8.395680775
South Asia,SAS,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Saudi Arabia,SAU,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,5.956874285,2.316558662,11.05642815,20.14963959,11.57239183,8.435381004,17.6898312,-15.71323043,17.19129187,15.52939056
Sudan,SDN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,7.388972499,9.670060748,15.67380935,8.624863759,9.376786713,6.669433968,14.24958389,3.95947682,19.58075277,21.00158028
Senegal,SEN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.299822387,0.512544957,0.530220226,2.483107311,3.991996131,5.317948303,6.536336964,-0.991725782,1.075158599,3.538467729
Singapore,SGP,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-0.88863215,-1.787354609,4.073556488,1.907434377,1.845657421,5.91624443,-1.386133511,2.961070855,1.10260265,1.12573256
Solomon Islands,SLB,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,12.23395248,1.702844061,7.166980195,5.300840984,4.262975323,5.880056473,11.41645428,7.257288307,6.8111627,14.62266467
Sierra Leone,SLE,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-3.91621657,13.14347066,12.81586032,16.62996047,12.32894219,6.796332103,9.993714381,7.781761918,17.17711734,17.37417937
El Salvador,SLV,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.502694686,2.968877057,2.716266799,4.267723845,4.326762659,4.38208669,3.529815593,-0.059802201,2.206183962,5.910812009
San Marino,SMR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.348982545,2.480035737,1.952342068,1.744186047,1.973117827,1.738609113,1.677489177,3.844610083,-0.419904652,1.05690496
Somalia,SOM,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Serbia,SRB,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,18.04328096,12.58947302,9.086997274,20.56242516,7.649657438,8.701873008,9.085207044,7.887694737,5.728939647,8.909098766
Sub-Saharan Africa (excluding high income),SSA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
South Sudan,SSD,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,-17.29397294,21.6279694,54.14307158
Sub-Saharan Africa,SSF,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Small states,SST,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Sao Tome and Principe,STP,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,12.58589738,15.67498357,14.5138235,18.559743,13.06583062,10.01430387,26.49742324,7.570213571,12.47832258,7.778964182
Suriname,SUR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,30.28140673,21.31797862,12.83792776,15.53981141,12.94895554,6.427132114,15.52105667,6.484076207,7.196180173,13.84444672
Slovak Republic,SVK,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.952387613,5.354755649,5.781766849,2.440917804,2.919035181,1.129145221,2.834598454,-1.164869253,0.485295447,1.647678658
Slovenia,SVN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,7.580209569,5.654302173,3.316085168,1.550230144,2.18824648,4.16865333,4.51224703,3.355540741,-0.987114141,1.119435872
Sweden,SWE,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.595564606,1.758120647,0.429237637,0.803683346,1.821122617,2.884908744,3.321822446,2.383135937,0.990935406,1.183110377
Eswatini,SWZ,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,8.914928257,6.005495677,3.871287845,6.556823116,4.041161947,5.014297891,10.42557609,9.7699243,3.197175459,5.340945135
Sint Maarten (Dutch part),SXM,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,1.128751869,0.295019152
Seychelles,SYC,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.613165237,5.946831619,24.67412016,0.458645157,1.442344622,11.79983858,34.96512789,27.49417926,-4.212723766,4.496235805
Syrian Arab Republic,SYR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-1.305178723,0.597453516,10.32933844,11.96643161,7.789747358,11.96717248,,,,
Turks and Caicos Islands,TCA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Chad,TCD,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.90781944,0.079004692,9.73425648,23.00123001,9.98442792,3.301934263,8.64881979,-9.558754478,6.391195051,8.580398958
East Asia & Pacific (IDA & IBRD countries),TEA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Togo,TGO,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,10.06181132,-1.25936122,-4.883463979,-0.241892371,-1.849574199,1.412397601,11.77617619,1.58465881,0.631900629,1.079787092
Thailand,THA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.690379425,2.149450259,3.569164222,5.09149661,5.104272436,2.473328762,5.133775321,0.194743196,4.080971805,3.743108006
Tajikistan,TJK,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,18.77908627,27.16837286,17.35670131,9.571528598,21.00763969,27.28506883,28.15097976,12.13395052,12.43983259,13.32368033
Turkmenistan,TKM,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,8.354895335,12.13559941,6.028698128,7.026790843,12.24995929,9.269344654,59.74038555,9.761016135,2.306088153,12.85745437
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Timor-Leste,TLS,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,5.91468526,7.664226524,20.96453707,23.77764444,3.433596564,2.975612493,38.66315718,-22.45220961,26.46278169,27.25705285
Middle East & North Africa (IDA & IBRD countries),TMN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Tonga,TON,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,8.57821145,9.331582661,5.884896773,6.620429241,17.22945727,6.14865649,7.192255785,-2.342333004,3.68137664,5.794864599
South Asia (IDA & IBRD),TSA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Trinidad and Tobago,TTO,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-5.192534917,10.47856143,8.884224705,13.32142572,1.729212659,12.75185029,23.792521,-27.63179205,12.73333613,15.72970325
Tunisia,TUN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.285095877,2.684410313,3.35158033,4.175577641,3.837136236,2.10726389,6.346361747,3.033112117,3.815414505,4.279310702
Turkey,TUR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,37.57442906,23.32004389,12.44688823,7.104863109,9.371704054,6.216641856,12.03733655,5.401803159,7.012657892,8.188568409
Tuvalu,TUV,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.316122729,2.253196177,5.599649283,1.497445634,4.125299555,-0.131464841,3.523465518,0.689026273,2.643296858,0.615295159
Tanzania,TZA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,7.233030674,8.418682648,6.88562313,6.426202523,5.510095283,9.099389531,16.38075463,9.041662455,9.42871625,12.19842288
Uganda,UGA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-3.169556342,7.806740874,15.58754999,-1.741185294,2.405620218,7.321247318,6.364276547,14.5665706,10.56723195,4.631766663
Ukraine,UKR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,5.072634973,8.106207765,15.14620384,24.19272428,14.72872024,23.10220878,28.57855258,13.01863964,13.92223608,14.20079098
Upper middle income,UMC,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Uruguay,URY,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,12.61627663,16.54163515,10.10505599,0.677868397,6.533334632,9.417473476,8.023536411,7.747542087,4.907025261,9.009675541
United States,USA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.535124592,1.994056263,2.749721159,3.21763825,3.072266625,2.661336394,1.961612383,0.759434764,1.221349397,2.088914612
Uzbekistan,UZB,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,45.48312751,26.7651832,15.91827427,21.43086656,23.46580829,21.89709993,26.79158498,17.26156513,16.47825213,16.59293634
St. Vincent and the Grenadines,VCT,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.018881464,-3.135299455,4.014011472,2.947273464,3.011337988,8.409829149,0.019809642,-0.867893722,4.436253154,-0.330177767
"Venezuela, RB",VEN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,33.02287608,34.93375574,33.95372434,29.60405935,17.90431555,15.44847776,30.13245285,7.83166636,45.9432687,28.14919095
British Virgin Islands,VGB,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,5.982725498,6.878410746,12.75111964,-2.085891466,2.502115708,-12.33914314,5.929411765,2.31077576,6.37377625
Vietnam,VNM,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,4.698928166,7.109602462,8.433312129,18.81051957,8.568947975,9.630225614,22.67331618,6.215623149,12.0742957,21.26065929
Vanuatu,VUT,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.782802682,0.788437031,2.12212648,0.421901323,3.87271716,5.472539509,7.322855794,2.311267078,2.617350408,3.098921849
World,WLD,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Samoa,WSM,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.433947671,2.617633594,7.015162865,0.856081316,9.263286334,-0.137675272,8.602007982,2.437840514,1.717687859,2.313576638
Kosovo,XKX,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-9.35153013,-8.620068935,12.97929632,-2.894300514,-0.384544324,3.401112251,11.20511059,1.421784351,4.702665823,4.340214881
"Yemen, Rep.",YEM,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,8.642716426,10.88021633,14.10556244,18.48688033,13.63209397,10.89503016,20.37774624,-8.70527002,23.61629202,18.11366667
South Africa,ZAF,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,12.20528384,5.793570794,6.527026104,5.449103139,6.2552491,8.849399068,8.83150894,7.504520796,6.351038347,6.532230914
Zambia,ZMB,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,19.39092327,17.60772368,19.71682321,16.65019907,14.54225268,12.97021073,10.64024482,5.55968566,13.95091319,11.11506291
Zimbabwe,ZWE,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.712950297,8.801275563,7.611524353,5.136601077,-2.017678703,0.894886848,1.349222474,24.67528028,4.098404937,2.55317575
